,respondent_id,xyz_vaccine,seasonal_vaccine
0,26707,0.040476043623647324,0.3012063659485579
1,26708,0.11388098239162782,0.306064900050916
2,26709,0.11132195783290028,0.41708232888546737
3,26710,0.6956850815804363,0.6497991744792606
4,26711,0.1294528954582687,0.4044938952416483
5,26712,0.2578460821459574,0.8481045539987139
6,26713,0.23341943465777698,0.16154141853112453
7,26714,0.059448882332504095,0.2286627980389667
8,26715,0.048086149286039964,0.2928609046912002
9,26716,0.0987514244132995,0.5999706332972323
10,26717,0.02624143350051825,0.2963324366485404
11,26718,0.15515916166152502,0.6432993711782464
12,26719,0.10238530762926615,0.3512989261123792
13,26720,0.040501789259668776,0.18267598286627817
14,26721,0.565928373410523,0.5285274941510556
15,26722,0.05004732022384107,0.1415873072693118
16,26723,0.5375645221122254,0.5531005264209315
17,26724,0.08600065485589864,0.43095728326592064
18,26725,0.022384941709064275,0.06166272765089232
19,26726,0.03303804855428551,0.17766765991471928
20,26727,0.07611844991395052,0.37195875768026554
21,26728,0.19411626692117162,0.6067389141714544
22,26729,0.07125720587562814,0.43730356977324203
23,26730,0.06692322480104441,0.44277517503432745
24,26731,0.08898555051753967,0.3983795256034125
25,26732,0.6266050284600423,0.30625553258834326
26,26733,0.7166872594812461,0.6635863795892872
27,26734,0.6405903431054017,0.34745433781884455
28,26735,0.12892310948316815,0.5356708172635019
29,26736,0.07153640134814794,0.3197701387935343
30,26737,0.10699032221469955,0.2548047885546599
31,26738,0.5885367732221629,0.5290683307024121
32,26739,0.14077765619961022,0.4438739696296857
33,26740,0.17855155020473218,0.3246064003077416
34,26741,0.1989536054164248,0.6880720356181356
35,26742,0.07581513370794492,0.3990113201569297
36,26743,0.0656900669835917,0.38266192473187466
37,26744,0.030397551337734436,0.3162864533253052
38,26745,0.245022310100835,0.7170293061200923
39,26746,0.05949820361009574,0.4131359042612749
40,26747,0.07172820269139303,0.4464034013287946
41,26748,0.11903734261013339,0.27033618608437043
42,26749,0.1401492039528917,0.46417520258564693
43,26750,0.5719744141814198,0.5905218387355766
44,26751,0.209935644437335,0.6128123943896483
45,26752,0.06327168605861348,0.08863024322901211
46,26753,0.08599343072608251,0.32593024743766846
47,26754,0.2827300386634486,0.43185692627819244
48,26755,0.2848202381820837,0.5530516916662985
49,26756,0.08666324269352142,0.2870903920441711
50,26757,0.5544880309186151,0.4901696233606775
51,26758,0.5221471531991889,0.48925491017899264
52,26759,0.1305111267216246,0.4185957110766618
53,26760,0.0483133046835818,0.19425656088250767
54,26761,0.19513856002863783,0.12312286172317534
55,26762,0.28328481434372355,0.7034317782143652
56,26763,0.8154145405282281,0.8588518059578235
57,26764,0.8319288796056513,0.7953133657295482
58,26765,0.47453086873389283,0.8795061992559123
59,26766,0.08322857141822262,0.2680201555880273
60,26767,0.777295038832541,0.77777550929263
61,26768,0.06514540994748302,0.36290358022786573
62,26769,0.062067554607119504,0.20011679834287863
63,26770,0.18224465174247034,0.35543860187760656
64,26771,0.04553362244973503,0.08799012280790082
65,26772,0.055782663116285075,0.4351951894932004
66,26773,0.025804366403150956,0.10362252602598866
67,26774,0.1308009252866585,0.3468531755517911
68,26775,0.11376156589900964,0.6313837734979378
69,26776,0.564274916375474,0.44851923409805283
70,26777,0.18449048107700775,0.581840520004478
71,26778,0.18215064449582374,0.28522920138657265
72,26779,0.08068576500366038,0.4761626337416943
73,26780,0.06808523449263279,0.3399482373824194
74,26781,0.07658018830852208,0.41278215666217033
75,26782,0.06624613376421516,0.38577195979410067
76,26783,0.061575354464615116,0.41542170241601006
77,26784,0.2221963603541011,0.6669383073468483
78,26785,0.43032643683575933,0.4995492844512232
79,26786,0.06822163110847235,0.27327191342464696
80,26787,0.04707969922290661,0.285092585896537
81,26788,0.17575340297927775,0.5171483544510493
82,26789,0.07897821837479625,0.3386036870689429
83,26790,0.05914339074294558,0.28004932210950007
84,26791,0.07587204933882709,0.273023501065541
85,26792,0.18969375927151613,0.7484227497592131
86,26793,0.09500114353231957,0.42188037233165365
87,26794,0.6357707104102003,0.8129129201021231
88,26795,0.09518130148437458,0.7145190861063302
89,26796,0.09001074065699166,0.23218227266157562
90,26797,0.2616417113479775,0.39002647298888793
91,26798,0.07972831038612345,0.1781279237547216
92,26799,0.07352927500212082,0.2799110320146489
93,26800,0.07575097984336673,0.4987726913578552
94,26801,0.26840232602429115,0.2867255174438813
95,26802,0.1250708508216388,0.3893624231901462
96,26803,0.05279146756174767,0.3001943461162067
97,26804,0.06935586721689817,0.3106525367275992
98,26805,0.2226123037033777,0.6578632794520458
99,26806,0.07874345600039401,0.49060512398686046
100,26807,0.3409207184170608,0.7500592290562339
101,26808,0.13856462950093523,0.6492129419780133
102,26809,0.31470716481747485,0.24011831730034988
103,26810,0.06376177440590308,0.3438529250455224
104,26811,0.04312432341283079,0.08921655918528716
105,26812,0.09883123407137559,0.500104662604849
106,26813,0.31809776172852205,0.13204778433586534
107,26814,0.03264791480351212,0.30851413637205544
108,26815,0.08397245210089815,0.301343511966606
109,26816,0.05136746817299241,0.2754856365234767
110,26817,0.08121636907666026,0.5293507629771134
111,26818,0.0676956707407847,0.36636593870680584
112,26819,0.10646185237178414,0.30637639563303576
113,26820,0.05324819516305099,0.35133647814865626
114,26821,0.04396923155362662,0.4190921798354782
115,26822,0.1087904695221197,0.3778572453420701
116,26823,0.6349037565575034,0.19123561581086054
117,26824,0.07685383918839275,0.24489454610670544
118,26825,0.5468830510971958,0.49530084053676793
119,26826,0.08918611235198239,0.5906755925013969
120,26827,0.11560403831981399,0.3241181118552634
121,26828,0.1307850865923748,0.5022865381786924
122,26829,0.3680395164868546,0.43436308368709636
123,26830,0.046563883640941606,0.46771327660086287
124,26831,0.06485764400847366,0.40556853167137447
125,26832,0.1573747173905889,0.6011278643013562
126,26833,0.028033594407024496,0.3635769316614028
127,26834,0.3568938005852375,0.6106262569547035
128,26835,0.590538774770374,0.8064454921178531
129,26836,0.04001643888049917,0.12628170243056766
130,26837,0.2629154904577037,0.3025537750931305
131,26838,0.060601716677429765,0.2989410435581057
132,26839,0.16213657010373134,0.4636890595326498
133,26840,0.1487931660202436,0.4376679265374564
134,26841,0.41926960646031136,0.6784305842972435
135,26842,0.09383803191914762,0.269367305615599
136,26843,0.13211052428518216,0.2125090805023408
137,26844,0.10737300559065714,0.628460479143012
138,26845,0.07241148453461259,0.2120631161346831
139,26846,0.053540029482293736,0.6031068945015071
140,26847,0.14134249492967096,0.12926129623700744
141,26848,0.033094078398461985,0.46196770577423174
142,26849,0.18851852626103308,0.6275046179569836
143,26850,0.5173206847598488,0.6387821922645741
144,26851,0.12028461167668687,0.2963628977510906
145,26852,0.07112322838224319,0.21094210872111938
146,26853,0.24704643165140255,0.7307870654616616
147,26854,0.04811648271330808,0.14212301643477487
148,26855,0.4618161386060599,0.6046918841175091
149,26856,0.07438624661788794,0.06097611152389583
150,26857,0.15023747363452153,0.35044951297144744
151,26858,0.08636873592980333,0.3939929408254873
152,26859,0.11304994308184979,0.3858571061489992
153,26860,0.30252450422011323,0.40194575188278225
154,26861,0.06341342941110306,0.1935029473581925
155,26862,0.11789184317536694,0.5279130449465532
156,26863,0.14348856455907127,0.4342596808143166
157,26864,0.2798349304090639,0.48967471527931017
158,26865,0.08436646653565916,0.18361066369833468
159,26866,0.18122996647674572,0.5072558736943558
160,26867,0.06525765777160493,0.14120069773993754
161,26868,0.28175645731436005,0.47824498833407264
162,26869,0.22444493191751844,0.5602740111741056
163,26870,0.4560061263393484,0.46812848101356186
164,26871,0.21449871495187595,0.3565934349618211
165,26872,0.0829629395253092,0.21034935297917373
166,26873,0.26638375929751457,0.6948037452324829
167,26874,0.02820735352201631,0.1083703131889211
168,26875,0.5953717043230363,0.8388089196750086
169,26876,0.027707218144697184,0.046515602791071683
170,26877,0.034882915982952165,0.14069525939151983
171,26878,0.13404289771965733,0.5598373621579619
172,26879,0.13298198836507552,0.3663650347898962
173,26880,0.20892378978541248,0.43410443528249326
174,26881,0.061663794621049615,0.2919625379759552
175,26882,0.06960966701931588,0.17709774081840599
176,26883,0.08524738697521052,0.4334409238404332
177,26884,0.09139539053268744,0.4256763294550391
178,26885,0.17584376728653583,0.6921213185983204
179,26886,0.07475280425663587,0.6713026825639592
180,26887,0.6662266459723406,0.6824920109478457
181,26888,0.8052828208170215,0.8865509005782947
182,26889,0.08745529995535019,0.2965808646087253
183,26890,0.03357539488988984,0.2746934541896925
184,26891,0.07892016923395276,0.29178355229430036
185,26892,0.0713929738156008,0.2770473571590902
186,26893,0.059652808045150815,0.2950186050846373
187,26894,0.14688334635404093,0.5978847942417501
188,26895,0.05770740719504919,0.6222052417731735
189,26896,0.09075134334863999,0.29831243557338327
190,26897,0.1805689755831896,0.5573633489154421
191,26898,0.23364971763179943,0.6009542866289646
192,26899,0.0544533740893024,0.24405758769411712
193,26900,0.06295963344920857,0.30904849487520847
194,26901,0.022189753125723615,0.45581826781981827
195,26902,0.17444292472510556,0.7339829325786452
196,26903,0.16937220729993133,0.33592128225008133
197,26904,0.08983037077318158,0.38124699343873863
198,26905,0.3583890631992449,0.5460687431867647
199,26906,0.036882339053981215,0.17341195160372308
200,26907,0.05279370291441381,0.2682470256713847
201,26908,0.17987989147165778,0.6757384899097304
202,26909,0.41457839432825433,0.2530628938014887
203,26910,0.04376918739768156,0.12408597108593027
204,26911,0.048449495316555714,0.16711348069120976
205,26912,0.4172282575883301,0.6720251388362435
206,26913,0.7171025868076432,0.7125355398222353
207,26914,0.09832781245825747,0.39363708961963817
208,26915,0.15396047840682464,0.44368752479881124
209,26916,0.062385323709283666,0.35673331129198194
210,26917,0.03521066293494255,0.08720780153571214
